stop_id,area_id
11723,local_fare_zone
11745,local_fare_zone
11749,local_fare_zone
11768,local_fare_zone
11774,local_fare_zone
11789,local_fare_zone
11811,local_fare_zone
11812,local_fare_zone
11821,local_fare_zone
11824,local_fare_zone
11828,local_fare_zone
11854,local_fare_zone
11862,local_fare_zone
11866,local_fare_zone
11902,local_fare_zone
11907,local_fare_zone
11926,local_fare_zone
11970,local_fare_zone
11978,local_fare_zone
11999,local_fare_zone
12000,local_fare_zone
12012,local_fare_zone
12046,local_fare_zone
12051,local_fare_zone
12065,local_fare_zone
12068,local_fare_zone
12069,local_fare_zone
12080,local_fare_zone
12099,local_fare_zone
12196,local_fare_zone
12201,local_fare_zone
12240,local_fare_zone
12246,local_fare_zone
12249,local_fare_zone
12253,local_fare_zone
12285,local_fare_zone
12288,local_fare_zone
12358,local_fare_zone
12359,local_fare_zone
12424,local_fare_zone
12461,local_fare_zone
12478,local_fare_zone
12483,local_fare_zone
12503,local_fare_zone
12505,local_fare_zone
12516,local_fare_zone
12531,local_fare_zone
12532,local_fare_zone
12548,local_fare_zone
12551,local_fare_zone
12581,local_fare_zone
12582,local_fare_zone
12599,local_fare_zone
12609,local_fare_zone
12618,local_fare_zone
12668,local_fare_zone
12690,local_fare_zone
12693,local_fare_zone
12694,local_fare_zone
12789,local_fare_zone
12846,local_fare_zone
12851,local_fare_zone
12878,local_fare_zone
12898,local_fare_zone
12901,local_fare_zone
12964,local_fare_zone
12965,local_fare_zone
12966,local_fare_zone
12984,local_fare_zone
12989,local_fare_zone
13001,local_fare_zone
13005,local_fare_zone
13006,local_fare_zone
13023,local_fare_zone
13058,local_fare_zone
13061,local_fare_zone
13069,local_fare_zone
13077,local_fare_zone
13088,local_fare_zone
13116,local_fare_zone
13131,local_fare_zone
13156,local_fare_zone
13160,local_fare_zone
13162,local_fare_zone
13179,local_fare_zone
13194,local_fare_zone
13218,local_fare_zone
13223,local_fare_zone
13257,local_fare_zone
13308,local_fare_zone
13311,local_fare_zone
13325,local_fare_zone
13338,local_fare_zone
13353,local_fare_zone
13380,local_fare_zone
13403,local_fare_zone
13432,local_fare_zone
13490,local_fare_zone
13491,local_fare_zone
13508,local_fare_zone
13526,local_fare_zone
13530,local_fare_zone
13559,local_fare_zone
13572,local_fare_zone
13615,local_fare_zone
13619,local_fare_zone
13625,local_fare_zone
13633,local_fare_zone
13642,local_fare_zone
13645,local_fare_zone
13691,local_fare_zone
13708,local_fare_zone
13711,local_fare_zone
13714,local_fare_zone
13722,local_fare_zone
13729,local_fare_zone
13743,local_fare_zone
13746,local_fare_zone
13750,local_fare_zone
13761,local_fare_zone
13762,local_fare_zone
13765,local_fare_zone
13776,local_fare_zone
13788,local_fare_zone
13799,local_fare_zone
13802,local_fare_zone
13805,local_fare_zone
13818,local_fare_zone
13826,local_fare_zone
13830,local_fare_zone
13832,local_fare_zone
13834,local_fare_zone
13842,local_fare_zone
13854,local_fare_zone
13867,local_fare_zone
13868,local_fare_zone
13885,local_fare_zone
13905,local_fare_zone
13914,local_fare_zone
13935,local_fare_zone
13949,local_fare_zone
13987,local_fare_zone
14036,local_fare_zone
14044,local_fare_zone
14052,local_fare_zone
14054,local_fare_zone
14138,local_fare_zone
14157,local_fare_zone
14205,local_fare_zone
14225,local_fare_zone
14245,local_fare_zone
14252,local_fare_zone
14259,local_fare_zone
14261,local_fare_zone
14267,local_fare_zone
14279,local_fare_zone
14280,local_fare_zone
14333,local_fare_zone
14406,local_fare_zone
14409,local_fare_zone
14437,local_fare_zone
14448,local_fare_zone
14455,local_fare_zone
14466,local_fare_zone
14469,local_fare_zone
14508,local_fare_zone
14519,local_fare_zone
14544,local_fare_zone
14554,local_fare_zone
14559,local_fare_zone
14595,local_fare_zone
14613,local_fare_zone
14615,local_fare_zone
14622,local_fare_zone
14650,local_fare_zone
14665,local_fare_zone
14675,local_fare_zone
14717,local_fare_zone
14723,local_fare_zone
14763,local_fare_zone
14772,local_fare_zone
14790,local_fare_zone
14801,local_fare_zone
14820,local_fare_zone
14825,local_fare_zone
14835,local_fare_zone
14837,local_fare_zone
14840,local_fare_zone
14854,local_fare_zone
14896,local_fare_zone
14908,local_fare_zone
14943,local_fare_zone
14975,local_fare_zone
14982,local_fare_zone
14986,local_fare_zone
15011,local_fare_zone
15018,local_fare_zone
15054,local_fare_zone
15055,local_fare_zone
15087,local_fare_zone
15106,local_fare_zone
15109,local_fare_zone
15141,local_fare_zone
15143,local_fare_zone
15179,local_fare_zone
15182,local_fare_zone
15194,local_fare_zone
15225,local_fare_zone
15241,local_fare_zone
15320,local_fare_zone
15325,local_fare_zone
15381,local_fare_zone
15397,local_fare_zone
15403,local_fare_zone
15410,local_fare_zone
15430,local_fare_zone
15447,local_fare_zone
15451,local_fare_zone
15467,local_fare_zone
15487,local_fare_zone
15494,local_fare_zone
15495,local_fare_zone
15496,local_fare_zone
15512,local_fare_zone
15541,local_fare_zone
15547,local_fare_zone
15572,local_fare_zone
15578,local_fare_zone
15588,local_fare_zone
15609,local_fare_zone
15610,local_fare_zone
15611,local_fare_zone
15621,local_fare_zone
15623,local_fare_zone
15629,local_fare_zone
15634,local_fare_zone
15695,local_fare_zone
15714,local_fare_zone
15719,local_fare_zone
15721,local_fare_zone
15726,local_fare_zone
15765,local_fare_zone
15801,local_fare_zone
15823,local_fare_zone
15855,local_fare_zone
15856,local_fare_zone
15859,local_fare_zone
15860,local_fare_zone
15864,local_fare_zone
15868,local_fare_zone
15879,local_fare_zone
15896,local_fare_zone
15899,local_fare_zone
15906,local_fare_zone
15912,local_fare_zone
15926,local_fare_zone
15929,local_fare_zone
15933,local_fare_zone
15942,local_fare_zone
15945,local_fare_zone
15948,local_fare_zone
15955,local_fare_zone
16060,local_fare_zone
16114,local_fare_zone
16120,local_fare_zone
16138,local_fare_zone
16139,local_fare_zone
16143,local_fare_zone
16146,local_fare_zone
16156,local_fare_zone
16161,local_fare_zone
16196,local_fare_zone
16201,local_fare_zone
16205,local_fare_zone
16209,local_fare_zone
16243,local_fare_zone
16272,local_fare_zone
16274,local_fare_zone
16299,local_fare_zone
16327,local_fare_zone
16373,local_fare_zone
16394,local_fare_zone
16445,local_fare_zone
16456,local_fare_zone
16466,local_fare_zone
16479,local_fare_zone
16528,local_fare_zone
16529,local_fare_zone
16537,local_fare_zone
16542,local_fare_zone
16549,local_fare_zone
16570,local_fare_zone
16571,local_fare_zone
16582,local_fare_zone
16631,local_fare_zone
16718,local_fare_zone
16737,local_fare_zone
16768,local_fare_zone
16779,local_fare_zone
16793,local_fare_zone
16833,local_fare_zone
16834,local_fare_zone
16837,local_fare_zone
16853,local_fare_zone
16866,local_fare_zone
16873,local_fare_zone
16884,local_fare_zone
16885,local_fare_zone
16943,local_fare_zone
16945,local_fare_zone
16949,local_fare_zone
16964,local_fare_zone
16968,local_fare_zone
16971,local_fare_zone
16974,local_fare_zone
17000,local_fare_zone
17023,local_fare_zone
17047,local_fare_zone
17061,local_fare_zone
17068,local_fare_zone
17071,local_fare_zone
17078,local_fare_zone
17081,local_fare_zone
17085,local_fare_zone
17096,local_fare_zone
17100,local_fare_zone
17106,local_fare_zone
17125,local_fare_zone
17168,local_fare_zone
17170,local_fare_zone
17175,local_fare_zone
17178,local_fare_zone
17197,local_fare_zone
17198,local_fare_zone
17205,local_fare_zone
17211,local_fare_zone
17323,local_fare_zone
17324,local_fare_zone
17352,local_fare_zone
17362,local_fare_zone
17371,local_fare_zone
17381,local_fare_zone
17403,local_fare_zone
17404,local_fare_zone
17455,local_fare_zone
17474,local_fare_zone
17484,local_fare_zone
17485,local_fare_zone
17490,local_fare_zone
17537,local_fare_zone
17583,local_fare_zone
17609,local_fare_zone
17625,local_fare_zone
17634,local_fare_zone
17657,local_fare_zone
17659,local_fare_zone
17663,local_fare_zone
17677,local_fare_zone
17761,local_fare_zone
17779,local_fare_zone
17803,local_fare_zone
17834,local_fare_zone
17835,local_fare_zone
17881,local_fare_zone
17936,local_fare_zone
17994,local_fare_zone
18011,local_fare_zone
18285,local_fare_zone
18310,local_fare_zone
18329,local_fare_zone
18330,local_fare_zone
18333,local_fare_zone
18343,local_fare_zone
18354,local_fare_zone
18368,local_fare_zone
18375,local_fare_zone
18377,local_fare_zone
18380,local_fare_zone
18517,local_fare_zone
18519,local_fare_zone
18593,local_fare_zone
18621,local_fare_zone
18659,local_fare_zone
18666,local_fare_zone
18692,local_fare_zone
18723,local_fare_zone
18724,local_fare_zone
18735,local_fare_zone
18739,local_fare_zone
18751,local_fare_zone
18754,local_fare_zone
18755,local_fare_zone
18757,local_fare_zone
18758,local_fare_zone
18761,local_fare_zone
18790,local_fare_zone
18809,local_fare_zone
18811,local_fare_zone
18948,local_fare_zone
18951,local_fare_zone
18952,local_fare_zone
18955,local_fare_zone
18977,local_fare_zone
19003,local_fare_zone
19006,local_fare_zone
19031,local_fare_zone
19033,local_fare_zone
19034,local_fare_zone
19041,local_fare_zone
19109,local_fare_zone
19111,local_fare_zone
19117,local_fare_zone
19146,local_fare_zone
19189,local_fare_zone
19282,local_fare_zone
19297,local_fare_zone
19331,local_fare_zone
19371,local_fare_zone
19385,local_fare_zone
19416,local_fare_zone
19417,local_fare_zone
19450,local_fare_zone
19456,local_fare_zone
19485,local_fare_zone
19488,local_fare_zone
19490,local_fare_zone
19491,local_fare_zone
19503,local_fare_zone
19552,local_fare_zone
19554,local_fare_zone
19566,local_fare_zone
19612,local_fare_zone
19621,local_fare_zone
19626,local_fare_zone
19689,local_fare_zone
19774,local_fare_zone
19809,local_fare_zone
19828,local_fare_zone
19831,local_fare_zone
19888,local_fare_zone
19912,local_fare_zone
20003,local_fare_zone
20033,local_fare_zone
20052,local_fare_zone
20068,local_fare_zone
20127,local_fare_zone
20132,local_fare_zone
20224,local_fare_zone
20303,local_fare_zone
20332,local_fare_zone
20421,local_fare_zone
20444,local_fare_zone
20464,local_fare_zone
20516,local_fare_zone
20517,local_fare_zone
20528,local_fare_zone
20547,local_fare_zone
20579,local_fare_zone
20593,local_fare_zone
20599,local_fare_zone
20659,local_fare_zone
20772,local_fare_zone
20819,local_fare_zone
20849,local_fare_zone
20866,local_fare_zone
20870,local_fare_zone
20878,local_fare_zone
20983,local_fare_zone
21000,local_fare_zone
21013,local_fare_zone
21023,local_fare_zone
21040,local_fare_zone
21086,local_fare_zone
21106,local_fare_zone
21113,local_fare_zone
21208,local_fare_zone
21282,local_fare_zone
21343,local_fare_zone
21374,local_fare_zone
21386,local_fare_zone
21404,local_fare_zone
21423,local_fare_zone
21428,local_fare_zone
21494,local_fare_zone
21498,local_fare_zone
21639,local_fare_zone
21652,local_fare_zone
21666,local_fare_zone
21669,local_fare_zone
21711,local_fare_zone
21735,local_fare_zone
21739,local_fare_zone
21749,local_fare_zone
21800,local_fare_zone
21922,local_fare_zone
22002,local_fare_zone
22003,local_fare_zone
22041,local_fare_zone
22077,local_fare_zone
22109,local_fare_zone
22113,local_fare_zone
22129,local_fare_zone
22130,local_fare_zone
22149,local_fare_zone
22155,local_fare_zone
22200,local_fare_zone
22228,local_fare_zone
22252,local_fare_zone
22255,local_fare_zone
22298,local_fare_zone
22299,local_fare_zone
22302,local_fare_zone
22345,local_fare_zone
22368,free_service
22371,free_service
22427,local_fare_zone
22454,local_fare_zone
22502,local_fare_zone
22564,local_fare_zone
22573,local_fare_zone
22574,local_fare_zone
22631,local_fare_zone
22684,local_fare_zone
22686,local_fare_zone
22700,local_fare_zone
22754,local_fare_zone
22781,local_fare_zone
22824,local_fare_zone
22827,local_fare_zone
22828,local_fare_zone
22833,local_fare_zone
22837,local_fare_zone
22892,local_fare_zone
22925,local_fare_zone
22937,local_fare_zone
22952,local_fare_zone
22980,local_fare_zone
22986,local_fare_zone
22989,local_fare_zone
23008,local_fare_zone
23009,local_fare_zone
23013,local_fare_zone
23027,local_fare_zone
23074,local_fare_zone
23103,local_fare_zone
23133,local_fare_zone
23137,local_fare_zone
23181,local_fare_zone
23212,local_fare_zone
23215,local_fare_zone
23223,local_fare_zone
23258,local_fare_zone
23316,local_fare_zone
23360,local_fare_zone
23377,local_fare_zone
23400,local_fare_zone
23402,local_fare_zone
23423,local_fare_zone
23440,local_fare_zone
23449,local_fare_zone
23459,local_fare_zone
23467,local_fare_zone
23516,local_fare_zone
23587,local_fare_zone
23590,local_fare_zone
23594,local_fare_zone
23605,local_fare_zone
23609,local_fare_zone
23613,local_fare_zone
23616,local_fare_zone
23623,local_fare_zone
23672,local_fare_zone
23724,local_fare_zone
23780,local_fare_zone
23792,local_fare_zone
23793,local_fare_zone
23794,local_fare_zone
23795,local_fare_zone
23810,local_fare_zone
23823,local_fare_zone
23842,local_fare_zone
23880,local_fare_zone
23881,local_fare_zone
23882,local_fare_zone
23886,local_fare_zone
23907,local_fare_zone
23955,local_fare_zone
24015,local_fare_zone
24065,local_fare_zone
24091,local_fare_zone
24158,local_fare_zone
24160,local_fare_zone
24177,local_fare_zone
24197,local_fare_zone
24223,local_fare_zone
24352,local_fare_zone
24357,local_fare_zone
24394,local_fare_zone
24402,local_fare_zone
24406,local_fare_zone
24412,local_fare_zone
24430,local_fare_zone
24458,local_fare_zone
24518,local_fare_zone
24528,local_fare_zone
24531,local_fare_zone
24572,local_fare_zone
24580,local_fare_zone
24618,local_fare_zone
24664,local_fare_zone
24671,local_fare_zone
24702,local_fare_zone
24788,local_fare_zone
24801,local_fare_zone
24811,local_fare_zone
24826,local_fare_zone
24880,local_fare_zone
24945,local_fare_zone
24961,local_fare_zone
24969,local_fare_zone
24972,local_fare_zone
24987,local_fare_zone
25019,local_fare_zone
25021,local_fare_zone
25081,local_fare_zone
25085,local_fare_zone
25145,local_fare_zone
25158,local_fare_zone
25167,local_fare_zone
25171,local_fare_zone
25176,local_fare_zone
25210,local_fare_zone
25241,local_fare_zone
25250,local_fare_zone
25252,local_fare_zone
25260,local_fare_zone
25271,local_fare_zone
25274,local_fare_zone
25299,local_fare_zone
25310,local_fare_zone
25318,local_fare_zone
25319,local_fare_zone
25343,local_fare_zone
25422,free_service
25430,local_fare_zone
25436,local_fare_zone
25437,local_fare_zone
25472,local_fare_zone
25564,local_fare_zone
25586,local_fare_zone
25610,local_fare_zone
25622,local_fare_zone
25637,local_fare_zone
25638,local_fare_zone
25639,local_fare_zone
25667,local_fare_zone
25678,local_fare_zone
25692,local_fare_zone
25736,local_fare_zone
25739,local_fare_zone
25746,local_fare_zone
25753,local_fare_zone
25765,local_fare_zone
25796,local_fare_zone
25826,local_fare_zone
25843,local_fare_zone
25845,local_fare_zone
25870,local_fare_zone
25876,local_fare_zone
25880,local_fare_zone
25897,local_fare_zone
25898,local_fare_zone
25924,local_fare_zone
25951,local_fare_zone
25969,local_fare_zone
25973,local_fare_zone
25983,local_fare_zone
26015,local_fare_zone
26051,local_fare_zone
26066,local_fare_zone
26083,local_fare_zone
26100,local_fare_zone
26128,local_fare_zone
26132,local_fare_zone
26140,local_fare_zone
26186,local_fare_zone
26194,local_fare_zone
26195,local_fare_zone
26199,local_fare_zone
26201,local_fare_zone
26205,local_fare_zone
26231,local_fare_zone
26250,local_fare_zone
26273,local_fare_zone
26285,local_fare_zone
26286,local_fare_zone
26292,local_fare_zone
26293,local_fare_zone
26316,local_fare_zone
26318,local_fare_zone
26320,local_fare_zone
26330,local_fare_zone
26365,local_fare_zone
26367,local_fare_zone
26371,local_fare_zone
26382,local_fare_zone
26385,local_fare_zone
26393,local_fare_zone
26396,local_fare_zone
26404,local_fare_zone
26432,local_fare_zone
26444,local_fare_zone
26453,local_fare_zone
26501,local_fare_zone
26645,local_fare_zone
29202,local_fare_zone
33015,local_fare_zone
33017,local_fare_zone
33019,local_fare_zone
33021,local_fare_zone
33070,local_fare_zone
33103,local_fare_zone
33108,local_fare_zone
33109,local_fare_zone
33121,local_fare_zone
33233,local_fare_zone
33240,local_fare_zone
33247,local_fare_zone
33250,local_fare_zone
33278,local_fare_zone
33324,local_fare_zone
33346,local_fare_zone
33355,local_fare_zone
33365,local_fare_zone
33373,local_fare_zone
33374,local_fare_zone
33384,local_fare_zone
33385,local_fare_zone
33390,local_fare_zone
33413,local_fare_zone
33452,local_fare_zone
33464,local_fare_zone
33468,local_fare_zone
33474,local_fare_zone
33495,local_fare_zone
33503,local_fare_zone
33559,local_fare_zone
33565,local_fare_zone
33570,free_service
33601,local_fare_zone
33614,local_fare_zone
33628,local_fare_zone
33631,local_fare_zone
33635,local_fare_zone
33660,local_fare_zone
33679,local_fare_zone
33686,local_fare_zone
33692,local_fare_zone
33693,local_fare_zone
33699,local_fare_zone
33700,local_fare_zone
33706,local_fare_zone
33710,local_fare_zone
33711,local_fare_zone
33715,local_fare_zone
33738,local_fare_zone
33793,local_fare_zone
33806,local_fare_zone
33811,local_fare_zone
33819,local_fare_zone
33851,local_fare_zone
33914,local_fare_zone
33915,local_fare_zone
33930,local_fare_zone
33963,local_fare_zone
33964,local_fare_zone
33965,local_fare_zone
34011,local_fare_zone
34114,local_fare_zone
34232,denver_bustang
34334,local_fare_zone
34351,local_fare_zone
34357,local_fare_zone
34379,free_service
34381,free_service
34384,local_fare_zone
34390,local_fare_zone
34416,local_fare_zone
34421,local_fare_zone
34451,local_fare_zone
34460,local_fare_zone
34467,local_fare_zone
34468,local_fare_zone
34470,local_fare_zone
34472,local_fare_zone
34476,airport_fare_zone
34478,local_fare_zone
34490,local_fare_zone
34495,local_fare_zone
34526,local_fare_zone
34534,local_fare_zone
34536,local_fare_zone
34537,local_fare_zone
34540,local_fare_zone
34541,local_fare_zone
34614,local_fare_zone
34660,denver_bustang
34685,local_fare_zone
34716,local_fare_zone
34742,local_fare_zone
34745,local_fare_zone
34760,local_fare_zone
34805,local_fare_zone
34809,local_fare_zone
34812,local_fare_zone
34873,local_fare_zone
34874,local_fare_zone
34879,local_fare_zone
34899,local_fare_zone
34946,local_fare_zone
34948,local_fare_zone
34979,local_fare_zone
34989,local_fare_zone
35030,local_fare_zone
35043,local_fare_zone
35109,local_fare_zone
35203,local_fare_zone
35212,local_fare_zone
35229,local_fare_zone
35247,local_fare_zone
35273,local_fare_zone
35281,local_fare_zone
35283,local_fare_zone
35321,local_fare_zone
35375,local_fare_zone
35398,local_fare_zone
35479,local_fare_zone
35482,local_fare_zone
35523,local_fare_zone
35529,local_fare_zone
35530,local_fare_zone
35563,local_fare_zone
35568,local_fare_zone
35571,local_fare_zone
35572,local_fare_zone
35576,local_fare_zone
99850,local_fare_zone
10025,local_fare_zone
10045,local_fare_zone
10101,free_service
10103,local_fare_zone
10133,local_fare_zone
10167,local_fare_zone
10189,local_fare_zone
10224,local_fare_zone
10254,local_fare_zone
10277,local_fare_zone
10291,local_fare_zone
10300,local_fare_zone
10304,local_fare_zone
10314,local_fare_zone
10317,local_fare_zone
10325,local_fare_zone
10330,local_fare_zone
10354,local_fare_zone
10355,local_fare_zone
10364,local_fare_zone
10372,local_fare_zone
10444,local_fare_zone
10450,local_fare_zone
10467,local_fare_zone
10476,local_fare_zone
10497,local_fare_zone
10516,local_fare_zone
10522,local_fare_zone
10525,local_fare_zone
10533,local_fare_zone
10552,local_fare_zone
10553,local_fare_zone
10554,local_fare_zone
10609,local_fare_zone
10630,local_fare_zone
10666,local_fare_zone
10689,local_fare_zone
10699,local_fare_zone
10709,local_fare_zone
10727,local_fare_zone
10736,local_fare_zone
10759,local_fare_zone
10775,local_fare_zone
10802,local_fare_zone
10811,local_fare_zone
10822,local_fare_zone
10834,local_fare_zone
10870,local_fare_zone
10873,local_fare_zone
10888,local_fare_zone
10897,local_fare_zone
10936,local_fare_zone
10940,local_fare_zone
10952,local_fare_zone
10953,local_fare_zone
10974,local_fare_zone
11001,local_fare_zone
11007,local_fare_zone
11013,local_fare_zone
11015,local_fare_zone
11020,local_fare_zone
11024,local_fare_zone
11025,local_fare_zone
11041,local_fare_zone
11046,local_fare_zone
11056,local_fare_zone
11067,local_fare_zone
11070,local_fare_zone
11098,local_fare_zone
11114,local_fare_zone
11118,local_fare_zone
11156,local_fare_zone
11159,local_fare_zone
11167,local_fare_zone
11185,local_fare_zone
11197,local_fare_zone
11245,local_fare_zone
11252,local_fare_zone
11253,local_fare_zone
11268,local_fare_zone
11284,local_fare_zone
11298,local_fare_zone
11340,local_fare_zone
11343,local_fare_zone
11346,local_fare_zone
11378,local_fare_zone
11384,local_fare_zone
11416,local_fare_zone
11417,local_fare_zone
11433,local_fare_zone
11436,local_fare_zone
11444,local_fare_zone
11491,local_fare_zone
11525,local_fare_zone
11566,local_fare_zone
11573,local_fare_zone
11602,local_fare_zone
11604,local_fare_zone
11633,local_fare_zone
11634,local_fare_zone
11656,local_fare_zone
11657,local_fare_zone
11671,local_fare_zone
11689,local_fare_zone
11691,local_fare_zone
11699,local_fare_zone
11739,local_fare_zone
11752,local_fare_zone
11757,local_fare_zone
11758,local_fare_zone
11779,local_fare_zone
11795,local_fare_zone
11797,local_fare_zone
11805,local_fare_zone
11807,local_fare_zone
11815,local_fare_zone
11820,local_fare_zone
11822,local_fare_zone
11825,local_fare_zone
11826,local_fare_zone
11829,local_fare_zone
11859,local_fare_zone
11865,local_fare_zone
11903,local_fare_zone
11935,local_fare_zone
11948,local_fare_zone
11954,local_fare_zone
11977,local_fare_zone
11979,local_fare_zone
12005,local_fare_zone
12023,local_fare_zone
12072,local_fare_zone
12085,local_fare_zone
12098,local_fare_zone
12177,local_fare_zone
12182,local_fare_zone
12188,local_fare_zone
12219,local_fare_zone
12220,local_fare_zone
12232,local_fare_zone
12256,local_fare_zone
12258,local_fare_zone
12270,local_fare_zone
12273,local_fare_zone
12291,local_fare_zone
12320,local_fare_zone
12354,local_fare_zone
12357,local_fare_zone
12396,local_fare_zone
12408,local_fare_zone
12414,local_fare_zone
12433,local_fare_zone
12442,local_fare_zone
12450,local_fare_zone
12473,local_fare_zone
12481,local_fare_zone
12514,local_fare_zone
12526,local_fare_zone
12541,local_fare_zone
12546,local_fare_zone
12547,local_fare_zone
12563,local_fare_zone
12572,local_fare_zone
12574,local_fare_zone
12646,local_fare_zone
12662,local_fare_zone
12665,local_fare_zone
12670,local_fare_zone
12672,local_fare_zone
12705,local_fare_zone
12713,local_fare_zone
12714,local_fare_zone
12842,local_fare_zone
12844,local_fare_zone
12852,local_fare_zone
12853,local_fare_zone
12872,local_fare_zone
12880,local_fare_zone
12892,local_fare_zone
12894,local_fare_zone
12902,local_fare_zone
12916,local_fare_zone
12921,local_fare_zone
12922,local_fare_zone
12931,local_fare_zone
12935,local_fare_zone
12974,local_fare_zone
12977,local_fare_zone
13013,local_fare_zone
13021,local_fare_zone
13034,local_fare_zone
13050,local_fare_zone
13056,local_fare_zone
13078,local_fare_zone
13086,local_fare_zone
13117,local_fare_zone
13124,local_fare_zone
13133,local_fare_zone
13148,local_fare_zone
13248,local_fare_zone
13275,local_fare_zone
13280,local_fare_zone
13290,local_fare_zone
13306,local_fare_zone
13307,local_fare_zone
13318,local_fare_zone
13324,local_fare_zone
13329,local_fare_zone
13350,local_fare_zone
13355,local_fare_zone
13371,local_fare_zone
13382,local_fare_zone
13387,local_fare_zone
13391,local_fare_zone
13415,local_fare_zone
13420,local_fare_zone
13422,local_fare_zone
13423,local_fare_zone
13424,local_fare_zone
13492,local_fare_zone
13493,local_fare_zone
13505,local_fare_zone
13512,local_fare_zone
13577,local_fare_zone
13585,local_fare_zone
13589,local_fare_zone
13603,local_fare_zone
13606,local_fare_zone
13608,local_fare_zone
13614,local_fare_zone
13620,local_fare_zone
13630,local_fare_zone
13654,local_fare_zone
13655,local_fare_zone
13665,local_fare_zone
13678,local_fare_zone
13702,local_fare_zone
13724,local_fare_zone
13747,local_fare_zone
13764,local_fare_zone
13775,local_fare_zone
13781,local_fare_zone
13793,local_fare_zone
13817,local_fare_zone
13819,local_fare_zone
13821,local_fare_zone
13825,local_fare_zone
13829,local_fare_zone
13844,local_fare_zone
13849,local_fare_zone
13856,local_fare_zone
13878,local_fare_zone
13923,local_fare_zone
13942,local_fare_zone
13960,local_fare_zone
14020,local_fare_zone
14047,local_fare_zone
14053,local_fare_zone
14072,local_fare_zone
14126,local_fare_zone
14129,local_fare_zone
14161,local_fare_zone
14166,local_fare_zone
14203,local_fare_zone
14206,local_fare_zone
14224,local_fare_zone
14228,local_fare_zone
14250,local_fare_zone
14258,local_fare_zone
14262,local_fare_zone
14265,local_fare_zone
14278,local_fare_zone
14324,local_fare_zone
14408,local_fare_zone
14426,local_fare_zone
14428,local_fare_zone
14429,local_fare_zone
14434,local_fare_zone
14452,local_fare_zone
14465,local_fare_zone
14473,local_fare_zone
14533,local_fare_zone
14540,local_fare_zone
14546,local_fare_zone
14556,local_fare_zone
14558,local_fare_zone
14597,local_fare_zone
14600,local_fare_zone
14601,local_fare_zone
14630,local_fare_zone
14634,local_fare_zone
14664,local_fare_zone
14667,local_fare_zone
14711,local_fare_zone
14783,local_fare_zone
14799,local_fare_zone
14803,local_fare_zone
14806,local_fare_zone
14814,local_fare_zone
14818,local_fare_zone
14844,local_fare_zone
14851,local_fare_zone
14852,local_fare_zone
14856,local_fare_zone
14860,local_fare_zone
14861,local_fare_zone
14881,local_fare_zone
14888,local_fare_zone
14890,local_fare_zone
14897,local_fare_zone
14907,local_fare_zone
14921,local_fare_zone
14942,local_fare_zone
