stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
34520,34520,Arvada Ridge Station Track 1,Vehicles Travelling West,39.792562,-105.111727,B,,0,34505,,1,
35211,35211,Ridgegate Parkway Station,Vehicles Travelling Southwest,39.520244,-104.865725,C,,0,35245,,1,
34312,34312,Union Station Gate B17,Vehicles Travelling Southeast,39.754353,-105.001477,,,0,33727,,1,B17
12604,12604,S Broadway & Table Mesa Dr,Vehicles Travelling Northwest,39.98604,-105.250119,,,0,,,1,
15711,15711,South Golden Rd & Johnson Rd,Vehicles Travelling East,39.741656,-105.200162,,,0,,,1,
34471,34471,Peoria Station Track 1,Vehicles Travelling East,39.767483,-104.849974,B,,0,34502,,1,
34745,34745,Peoria Station,Vehicles Travelling North,39.767391,-104.851022,B,,0,34502,,1,
34475,34475,Denver Airport Station,Vehicles Travelling East,39.846725,-104.673986,Airport,,0,34503,,1,
35212,35212,Ridgegate Parkway Station,Vehicles Travelling Northeast,39.520791,-104.86521,C,,0,35245,,1,
25974,25974,Dayton Station,Vehicles Travelling South,39.643119,-104.87767,C,,0,33710,,1,
33959,33959,Lamar Station,Vehicles Travelling East,39.736662,-105.06591,B,,0,34236,,1,
26567,26567,US 36 & Church Ranch Station Gate B,Vehicles Travelling West,39.888416,-105.07178,,,0,33737,,1,B
33536,33536,US 36 & Broomfield Station Gate L,Vehicles Travelling West,39.906525,-105.084592,,,0,33745,,1,L {1104}
34472,34472,Peoria Station Track 2,Vehicles Travelling West,39.767654,-104.850903,B,,0,34502,,1,
34003,34003,Nine Mile Station,Vehicles Travelling North,39.657344,-104.845575,C,,0,33719,,1,
33402,33402,Ford St & 12th St,Vehicles Travelling South,39.756744,-105.219485,,,0,,,1,
34476,34476,Denver Airport Station,Vehicles Travelling West,39.84657,-104.673988,Airport,,0,34503,,1,
34011,34011,Southmoor Station,Vehicles Travelling North,39.648971,-104.916439,B,,0,33721,,1,
99850,99850,Downtown Boulder Station (Ar),Vehicles Travelling Southeast,40.017364,-105.276537,,,0,33700,,1,
23060,23060,Alameda Station,Vehicles Travelling Southeast,39.708196,-104.992785,A,,0,33704,,1,
33957,33957,Garrison Station,Vehicles Travelling East,39.736524,-105.099125,B,,0,34238,,1,
26413,26413,CO 93 & Mile Post 10,Vehicles Travelling South,39.899587,-105.241211,,,0,,,1,
12603,12603,S Broadway & Table Mesa Dr,Vehicles Travelling Southeast,39.984618,-105.24925,,,0,,,1,
12439,12439,Broadway & 27th Way,Vehicles Travelling Southeast,39.995932,-105.260951,,,0,33789,,1,
17945,17945,CO 93 & Pine Ridge Rd,Vehicles Travelling Southwest,39.778431,-105.232178,,,0,,,1,
34606,34606,61st & Pena Station Track 2,Vehicles Travelling West,39.806553,-104.784076,C,,0,34685,,1,
19179,19179,S Broadway & Darley Ave,Vehicles Travelling Southeast,39.980196,-105.245306,,,0,,,1,
35383,35383,I-25 & Broadway Station,Vehicles Travelling Southeast,39.701779,-104.990332,,,0,33686,,1,
34587,34587,Fitzsimons Station,Vehicles Travelling North,39.755008,-104.840933,B,,0,34683,,1,
35209,35209,Lone Tree City Center Station,Vehicles Travelling North,39.528023,-104.863143,C,,0,35244,,1,
24160,24160,W Colfax Ave & Denver West Blvd,Vehicles Travelling West,39.737133,-105.15715,,,0,,,1,
