"route_id","service_id","trip_id","trip_headsign","direction_id","block_id","shape_id"
"101T","SU","115907082","Train to I-25 & Broadway Station","0"," 101 61","1335227"
"101T","SU","115907084","Train to I-25 & Broadway Station","0"," 101 63","1335227"
"101T","SU","115906900","Train to I-25 & Broadway Station","0"," 101 64","1335227"
"101C","SU","115906996","C-Line Union Station","0"," 101 11","1333836"
"101E","SU","115906932","E-Line Union Station","0"," 103 75","1333858"
"101C","SU","115907007","C-Line Union Station","0"," 101 12","1333836"
"101C","SU","115906965","C-Line Union Station","0"," 101 15","1333836"
"101C","SU","115906956","C-Line Union Station","0"," 101 15","1333836"
"101C","SU","115907256","C-Line to Mineral","1"," 101 15","1333867"
"101C","SU","115907258","C-Line to Mineral","1"," 101 16","1333867"
"101E","SU","115907293","E-Line RidgeGate","1"," 101 31","1333873"
"101E","SU","115907301","E-Line RidgeGate","1"," 101 31","1333873"
"101E","SU","115907278","E-Line RidgeGate","1"," 101 32","1333873"
"101E","SU","115907289","E-Line RidgeGate","1"," 101 33","1333873"
"101E","SU","115907281","E-Line RidgeGate","1"," 101 34","1333873"
"101E","SU","115907288","E-Line RidgeGate","1"," 101 36","1333873"
"101E","SU","115907282","E-Line RidgeGate","1"," 101 37","1333873"
"101T","SU","115907163","T Line to Lincoln Station","1"," 101 62","1335228"
"101T","SU","115907175","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","SU","115907147","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","SU","115907140","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","SU","115907135","T Line to Lincoln Station","1"," 101 63","1335228"
"101C","SU","115907276","C-Line to Mineral","1"," 101 12","1333867"
"101C","SU","115907191","C-Line to Mineral","1"," 101 12","1333867"
"101C","SU","115907239","C-Line to Mineral","1"," 101 12","1333867"
"101C","SU","115907236","C-Line to Mineral","1"," 101 12","1333867"
"101C","SU","115907230","C-Line to Mineral","1"," 101 12","1333867"
"101C","SU","115907235","C-Line to Mineral","1"," 101 13","1333867"
"101C","MT","115905505","C-Line Union Station","0"," 101 14","1333836"
"101C","MT","115905496","C-Line Union Station","0"," 101 14","1333836"
"101C","MT","115905493","C-Line Union Station","0"," 101 14","1333836"
"101E","MT","115905399","E-Line Union Station","0"," 101 15","1333858"
"101C","MT","115905485","C-Line Union Station","0"," 101 15","1333836"
"101C","MT","115905501","C-Line Union Station","0"," 101 16","1333836"
"101C","MT","115905498","C-Line Union Station","0"," 101 16","1333836"
"101E","MT","115905530","E-Line Union Station","0"," 101 31","1333851"
"101E","MT","115905535","E-Line Union Station","0"," 101 31","1333851"
"101E","MT","115905518","E-Line Union Station","0"," 101 32","1333851"
"101E","MT","115905546","E-Line Union Station","0"," 101 33","1333851"
"101E","MT","115905520","E-Line Union Station","0"," 101 34","1333851"
"101E","MT","115905553","E-Line Union Station","0"," 101 34","1333851"
"101E","MT","115905473","E-Line Union Station","0"," 101 35","1333851"
"101E","MT","115905466","E-Line Union Station","0"," 101 36","1333851"
"101E","MT","115905542","E-Line Union Station","0"," 101 38","1333851"
"101E","MT","115905471","E-Line Union Station","0"," 101 39","1333851"
"101E","MT","115905524","E-Line Union Station","0"," 101 39","1333851"
"101E","MT","115905548","E-Line Union Station","0"," 101 39","1333851"
"101C","MT","115905442","C-Line Union Station","0"," 101 11","1333836"
"101T","MT","115905350","Train to I-25 & Broadway Station","0"," 101 62","1335227"
"101C","MT","115905449","C-Line Union Station","0"," 101 13","1333836"
"101C","MT","115905440","C-Line Union Station","0"," 101 13","1333836"
"101C","MT","115905437","C-Line Union Station","0"," 101 13","1333836"
"101C","MT","115905430","C-Line Union Station","0"," 101 13","1333836"
"101T","MT","115905361","Train to I-25 & Broadway Station","0"," 101 64","1335227"
"101T","MT","115905390","Train to I-25 & Broadway Station","0"," 101 65","1335227"
"101T","MT","115905355","Train to I-25 & Broadway Station","0"," 101 65","1335227"
"101T","MT","115905367","Train to I-25 & Broadway Station","0"," 101 66","1335227"
"101C","MT","115905769","C-Line to Mineral","1"," 101 14","1333867"
"101C","MT","115905728","C-Line to Mineral","1"," 101 15","1333867"
"101C","MT","115905722","C-Line to Mineral","1"," 101 15","1333867"
"101C","MT","115905787","C-Line to Mineral","1"," 101 16","1333867"
"101E","MT","115905624","E-Line RidgeGate","1"," 101 31","1333873"
"101E","MT","115905598","E-Line RidgeGate","1"," 101 32","1333873"
"101E","MT","115905733","E-Line RidgeGate","1"," 101 33","1333872"
"101E","MT","115905590","E-Line RidgeGate","1"," 101 36","1333873"
"101E","MT","115905586","E-Line RidgeGate","1"," 101 36","1333873"
"101E","MT","115905587","E-Line RidgeGate","1"," 101 37","1333873"
"101E","MT","115905597","E-Line RidgeGate","1"," 101 38","1333873"
"101E","MT","115905585","E-Line RidgeGate","1"," 101 38","1333873"
"101T","MT","115905689","T Line to Lincoln Station","1"," 101 60","1335228"
"101T","MT","115905658","T Line to Lincoln Station","1"," 101 60","1335228"
"101C","MT","115905817","C-Line to Mineral","1"," 101 11","1333867"
"101T","MT","115905702","T Line to Lincoln Station","1"," 101 61","1335228"
"101T","MT","115905688","T Line to Lincoln Station","1"," 101 61","1335228"
"101E","MT","115905713","E-Line Lincoln","1"," 101 62","1333869"
"101C","MT","115905799","C-Line to Mineral","1"," 101 11","1333867"
"101C","MT","115905793","C-Line to Mineral","1"," 101 11","1333867"
"101T","MT","115905687","T Line to Lincoln Station","1"," 101 62","1335228"
"101T","MT","115905653","T Line to Lincoln Station","1"," 101 62","1335228"
"101T","MT","115905686","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","MT","115905679","T Line to Lincoln Station","1"," 101 63","1335228"
"101C","MT","115905795","C-Line to Mineral","1"," 101 12","1333867"
"101C","MT","115905806","C-Line to Mineral","1"," 101 13","1333867"
"101T","MT","115905656","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","MT","115905697","T Line to Lincoln Station","1"," 101 66","1335228"
"101C","FR","115905973","C-Line Union Station","0"," 101 13","1333836"
"101C","FR","115905919","C-Line Union Station","0"," 101 14","1333836"
"101C","FR","115905903","C-Line Union Station","0"," 101 15","1333836"
"101C","FR","115905971","C-Line Union Station","0"," 101 16","1333836"
"101E","FR","115905882","E-Line Union Station","0"," 101 32","1333851"
"101E","FR","115905936","E-Line Union Station","0"," 101 34","1333851"
"101E","FR","115905844","E-Line Union Station","0"," 101 34","1333851"
"101E","FR","115905924","E-Line Union Station","0"," 101 31","1333858"
"101E","FR","115905846","E-Line Union Station","0"," 101 32","1333851"
"101E","FR","115905861","E-Line Union Station","0"," 101 33","1333851"
"101E","FR","115905884","E-Line Union Station","0"," 101 37","1333851"
"101E","FR","115906002","E-Line Union Station","0"," 101 37","1333851"
"101E","FR","115905877","E-Line Union Station","0"," 101 38","1333851"
"101E","FR","115905886","E-Line Union Station","0"," 101 38","1333851"
"101T","FR","115906015","Train to I-25 & Broadway Station","0"," 101 61","1335227"
"101T","FR","115906080","Train to I-25 & Broadway Station","0"," 101 61","1335227"
"101T","FR","115906073","Train to I-25 & Broadway Station","0"," 101 61","1335227"
"101T","FR","115906078","Train to I-25 & Broadway Station","0"," 101 63","1335227"
"101T","FR","115906033","Train to I-25 & Broadway Station","0"," 101 63","1335227"
"101T","FR","115906047","Train to I-25 & Broadway Station","0"," 101 65","1335227"
"101T","FR","115906040","Train to I-25 & Broadway Station","0"," 101 65","1335227"
"101T","FR","115906041","Train to I-25 & Broadway Station","0"," 101 66","1335227"
"101E","FR","115905876","E-Line Union Station","0"," 101 39","1333851"
"101E","FR","115905849","E-Line Union Station","0"," 101 39","1333851"
"101T","FR","115906013","Train to I-25 & Broadway Station","0"," 101 60","1335227"
"101T","FR","115906014","Train to I-25 & Broadway Station","0"," 101 62","1335227"
"101T","FR","115906034","Train to I-25 & Broadway Station","0"," 101 62","1335227"
"101T","FR","115906070","Train to I-25 & Broadway Station","0"," 101 64","1335227"
"101E","FR","115905979","E-Line Union Station","0"," 103 73","1333858"
"101E","FR","115905981","E-Line Union Station","0"," 103 76","1333858"
"101C","FR","115905923","C-Line Union Station","0"," 101 12","1333836"
"101C","FR","115905965","C-Line Union Station","0"," 101 12","1333836"
"101C","FR","115905951","C-Line Union Station","0"," 101 13","1333836"
"101C","FR","115905954","C-Line Union Station","0"," 101 13","1333836"
"101C","FR","115906201","C-Line to Mineral","1"," 101 13","1333867"
"101C","FR","115906213","C-Line to Mineral","1"," 101 13","1333867"
"101C","FR","115906283","C-Line to Mineral","1"," 101 15","1333867"
"101C","FR","115906252","C-Line to Mineral","1"," 101 16","1333865"
"101C","FR","115906230","C-Line to Mineral","1"," 101 16","1333867"
"101C","FR","115906279","C-Line to Mineral","1"," 101 16","1333867"
"101E","FR","115906132","E-Line RidgeGate","1"," 101 32","1333873"
"101E","FR","115906256","E-Line RidgeGate","1"," 101 37","1333872"
"101E","FR","115906136","E-Line RidgeGate","1"," 101 38","1333873"
"101E","FR","115906371","E-Line Lincoln","1"," 101 61","1333869"
"101T","FR","115906363","T Line to Lincoln Station","1"," 101 66","1335228"
"101E","FR","115906140","E-Line RidgeGate","1"," 101 39","1333873"
"101T","FR","115906338","T Line to Lincoln Station","1"," 101 62","1335228"
"101T","FR","115906364","T Line to Lincoln Station","1"," 101 64","1335228"
"101T","FR","115906362","T Line to Lincoln Station","1"," 101 65","1335228"
"101T","FR","115906355","T Line to Lincoln Station","1"," 101 65","1335228"
"101C","FR","115906249","C-Line to Mineral","1"," 101 11","1333865"
"101C","FR","115906190","C-Line to Mineral","1"," 101 11","1333867"
"101C","FR","115906194","C-Line to Mineral","1"," 101 12","1333867"
"101C","FR","115906197","C-Line to Mineral","1"," 101 12","1333867"
"103W","SA","115907726","W-Line Union Station","0"," 103 73","1333913"
"103W","SA","115907696","W-Line Union Station","0"," 103 73","1333912"
"103W","SA","115907739","W-Line Union Station","0"," 103 76","1333913"
"103W","SA","115907734","W-Line Union Station","0"," 103 77","1333913"
"103W","SA","115907692","W-Line Union Station","0"," 103 78","1333913"
"103W","SA","115907686","W-Line Union Station","0"," 103 78","1333912"
"103W","SA","115907697","W-Line Union Station","0"," 103 71","1333913"
"103W","SA","115907725","W-Line Union Station","0"," 103 71","1333912"
"103W","SA","115907700","W-Line Union Station","0"," 103 72","1333912"
"103W","SA","115907769","W-Line Jeffco","1"," 103 74","1333922"
"103W","SA","115907791","W-Line Federal Ctr","1"," 103 76","1333921"
"103W","SA","115907789","W-Line Federal Ctr","1"," 103 77","1333921"
"103W","SA","115907770","W-Line Jeffco","1"," 103 72","1333922"
"103W","SA","115907763","W-Line Federal Ctr","1"," 103 72","1333921"
"103W","SU","115907846","W-Line Union Station","0"," 103 76","1333912"
"103W","SU","115907811","W-Line Union Station","0"," 103 76","1333913"
"103W","SU","115907834","W-Line Union Station","0"," 103 77","1333913"
"103W","SU","115907866","W-Line Union Station","0"," 103 77","1333912"
"103W","SU","115907847","W-Line Union Station","0"," 103 78","1333913"
"103W","SU","115907859","W-Line Union Station","0"," 103 72","1333912"
"103W","SU","115907814","W-Line Union Station","0"," 103 73","1333913"
"103W","SU","115907858","W-Line Union Station","0"," 103 75","1333913"
"103W","SU","115907848","W-Line Union Station","0"," 103 75","1333912"
"103W","SU","115907919","W-Line Federal Ctr","1"," 103 76","1333921"
"103W","SU","115907887","W-Line Federal Ctr","1"," 103 77","1333921"
"103W","SU","115907882","W-Line Jeffco","1"," 103 77","1333922"
"103W","SU","115907912","W-Line Jeffco","1"," 103 77","1333922"
"103W","SU","115907930","W-Line Federal Ctr","1"," 103 78","1333921"
"103W","SU","115907926","W-Line Jeffco","1"," 103 78","1333922"
"103W","SU","115907910","W-Line Jeffco","1"," 103 71","1333920"
"103W","SU","115907928","W-Line Federal Ctr","1"," 103 71","1333921"
"103W","SU","115907922","W-Line Jeffco","1"," 103 72","1333922"
"103W","SU","115907900","W-Line Jeffco","1"," 103 73","1333922"
"103W","SU","115907894","W-Line Federal Ctr","1"," 103 73","1333921"
"103W","SU","115907923","W-Line Federal Ctr","1"," 103 74","1333921"
"103W","MT","115907409","W-Line Union Station","0"," 103 71","1333913"
"103W","MT","115907389","W-Line Union Station","0"," 103 71","1333913"
"103W","MT","115907418","W-Line Union Station","0"," 103 72","1333913"
"103W","MT","115907429","W-Line Union Station","0"," 103 72","1333913"
"103W","MT","115907395","W-Line Union Station","0"," 103 73","1333913"
"103W","MT","115907445","W-Line Union Station","0"," 103 73","1333912"
"103W","MT","115907443","W-Line Union Station","0"," 103 75","1333912"
"103W","MT","115907394","W-Line Union Station","0"," 103 76","1333913"
"103W","MT","115907460","W-Line Jeffco","1"," 103 74","1333922"
"103W","MT","115907484","W-Line Jeffco","1"," 103 74","1333922"
"103W","MT","115907508","W-Line Jeffco","1"," 103 74","1333922"
"103W","MT","115907500","W-Line Jeffco","1"," 103 74","1333922"
"103W","MT","115907492","W-Line Jeffco","1"," 103 75","1333922"
"103W","MT","115907481","W-Line Jeffco","1"," 103 75","1333922"
"103W","MT","115907466","W-Line Jeffco","1"," 103 75","1333922"
"103W","MT","115907513","W-Line Jeffco","1"," 103 75","1333922"
"103W","MT","115907474","W-Line Jeffco","1"," 103 76","1333922"
"103W","MT","115907458","W-Line Jeffco","1"," 103 76","1333922"
"103W","MT","115907494","W-Line Jeffco","1"," 103 76","1333922"
"103W","MT","115907511","W-Line Federal Ctr","1"," 103 77","1333921"
"103W","MT","115907453","W-Line Jeffco","1"," 103 78","1333922"
"103W","MT","115907516","W-Line Jeffco","1"," 103 78","1333922"
"103W","FR","115907569","W-Line Union Station","0"," 103 71","1333913"
"103W","FR","115907560","W-Line Union Station","0"," 103 72","1333913"
"103W","FR","115907540","W-Line Union Station","0"," 103 73","1333913"
"103W","FR","115907557","W-Line Union Station","0"," 103 73","1333913"
"103W","FR","115907566","W-Line Union Station","0"," 103 75","1333913"
"103W","FR","115907541","W-Line Union Station","0"," 103 75","1333913"
"103W","FR","115907588","W-Line Union Station","0"," 103 77","1333913"
"103W","FR","115907524","W-Line Union Station","0"," 103 77","1333912"
"103W","FR","115907594","W-Line Union Station","0"," 103 78","1333913"
"103W","FR","115907538","W-Line Union Station","0"," 103 78","1333913"
"103W","FR","115907528","W-Line Union Station","0"," 103 74","1333913"
"103W","FR","115907553","W-Line Union Station","0"," 103 77","1333913"
"103W","FR","115907652","W-Line Jeffco","1"," 103 72","1333922"
"103W","FR","115907608","W-Line Jeffco","1"," 103 72","1333922"
"103W","FR","115907643","W-Line Jeffco","1"," 103 75","1333922"
"103W","FR","115907642","W-Line Jeffco","1"," 103 76","1333922"
"103W","FR","115907650","W-Line Jeffco","1"," 103 76","1333922"
"103W","FR","115907617","W-Line Federal Ctr","1"," 103 77","1333921"
"103W","FR","115907663","W-Line Jeffco","1"," 103 78","1333922"
"103W","FR","115907598","W-Line Jeffco","1"," 103 76","1333922"
"103W","FR","115907614","W-Line Jeffco","1"," 103 76","1333922"
"107R","SA","115908206","R Line Peoria Station","0"," 107 27","1333943"
"107R","SA","115908223","R Line Peoria Station","0"," 107 28","1333943"
"107R","SA","115908224","R Line Peoria Station","0"," 107 22","1333943"
"107R","SA","115908199","R Line Peoria Station","0"," 107 22","1333943"
"107R","SA","115908237","R Line Peoria Station","0"," 107 24","1333943"
"107R","SA","115908278","R Line RidgeGate Station","1"," 107 28","1333951"
"107R","SA","115908297","R Line RidgeGate Station","1"," 107 28","1333951"
"107R","SA","115908289","R Line RidgeGate Station","1"," 107 20","1333951"
"107R","SA","115908288","R Line RidgeGate Station","1"," 107 21","1333951"
"107R","SA","115908287","R Line RidgeGate Station","1"," 107 22","1333951"
"107R","SA","115908264","R Line RidgeGate Station","1"," 107 22","1333951"
"107R","SA","115908259","R Line RidgeGate Station","1"," 107 22","1333951"
"107R","SA","115908253","R Line RidgeGate Station","1"," 107 23","1333951"
"107R","SA","115908306","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","SA","115908292","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","SA","115908309","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","SA","115908271","R Line RidgeGate Station","1"," 107 25","1333951"
"107R","SA","115908280","R Line RidgeGate Station","1"," 107 25","1333951"
"107R","SU","115908313","R Line Peoria Station","0"," 107 21","1333943"
"107R","SU","115908327","R Line Peoria Station","0"," 107 22","1333943"
"107R","SU","115908366","R Line Peoria Station","0"," 107 22","1333943"
"107R","SU","115908319","R Line Peoria Station","0"," 107 27","1333943"
"107R","SU","115908403","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","SU","115908412","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","SU","115908408","R Line RidgeGate Station","1"," 107 25","1333951"
"107R","SU","115908386","R Line RidgeGate Station","1"," 107 26","1333951"
"107R","SU","115908381","R Line RidgeGate Station","1"," 107 26","1333951"
"107R","SU","115908394","R Line RidgeGate Station","1"," 107 28","1333951"
"107R","MT","115907983","R Line Peoria Station","0"," 107 20","1333943"
"107R","MT","115907954","R Line Peoria Station","0"," 107 21","1333943"
"107R","MT","115907948","R Line Peoria Station","0"," 107 23","1333943"
"107R","MT","115907984","R Line Peoria Station","0"," 107 25","1333943"
"107R","MT","115907976","R Line Peoria Station","0"," 107 26","1333943"
"107R","MT","115907975","R Line Peoria Station","0"," 107 27","1333943"
"107R","MT","115907958","R Line Peoria Station","0"," 107 29","1333943"
"107R","MT","115908053","R Line RidgeGate Station","1"," 107 20","1333951"
"107R","MT","115908034","R Line RidgeGate Station","1"," 107 22","1333951"
"107R","MT","115908030","R Line RidgeGate Station","1"," 107 22","1333951"
"107R","MT","115908015","R Line RidgeGate Station","1"," 107 23","1333951"
"107R","MT","115908027","R Line RidgeGate Station","1"," 107 23","1333951"
"107R","MT","115908059","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","MT","115908055","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","MT","115908033","R Line RidgeGate Station","1"," 107 24","1333951"
"107R","MT","115908060","R Line RidgeGate Station","1"," 107 27","1333951"
"107R","MT","115908046","R Line RidgeGate Station","1"," 107 27","1333951"
"107R","FR","115908098","R Line Peoria Station","0"," 107 22","1333943"
"107R","FR","115908108","R Line Peoria Station","0"," 107 28","1333943"
"107R","FR","115908068","R Line Peoria Station","0"," 107 21","1333943"
"107R","FR","115908084","R Line Peoria Station","0"," 107 25","1333943"
"107R","FR","115908072","R Line Peoria Station","0"," 107 25","1333943"
"107R","FR","115908073","R Line Peoria Station","0"," 107 29","1333943"
"107R","FR","115908162","R Line RidgeGate Station","1"," 107 22","1333951"
"107R","FR","115908168","R Line RidgeGate Station","1"," 107 23","1333951"
"107R","FR","115908143","R Line RidgeGate Station","1"," 107 23","1333951"
"107R","FR","115908176","R Line RidgeGate Station","1"," 107 27","1333951"
"107R","FR","115908171","R Line RidgeGate Station","1"," 107 27","1333951"
"107R","FR","115908154","R Line RidgeGate Station","1"," 107 20","1333951"
"107R","FR","115908138","R Line RidgeGate Station","1"," 107 21","1333951"
"101E","SA","115906595","E-Line Union Station","0"," 101 36","1333851"
"101E","SA","115906591","E-Line Union Station","0"," 101 37","1333858"
"101E","SA","115906522","E-Line Union Station","0"," 101 38","1333851"
"101E","SA","115906526","E-Line Union Station","0"," 101 39","1333851"
"101T","SA","115906443","Train to I-25 & Broadway Station","0"," 101 62","1335227"
"101T","SA","115906415","Train to I-25 & Broadway Station","0"," 101 62","1335227"
"101T","SA","115906419","Train to I-25 & Broadway Station","0"," 101 60","1335227"
"101T","SA","115906406","Train to I-25 & Broadway Station","0"," 101 63","1335227"
"101T","SA","115906449","Train to I-25 & Broadway Station","0"," 101 64","1335227"
"101T","SA","115906411","Train to I-25 & Broadway Station","0"," 101 64","1335227"
"101T","SA","115906432","Train to I-25 & Broadway Station","0"," 101 65","1335227"
"101T","SA","115906418","Train to I-25 & Broadway Station","0"," 101 65","1335227"
"101E","SA","115906492","E-Line Union Station","0"," 103 78","1333858"
"101C","SA","115906544","C-Line Union Station","0"," 101 11","1333836"
"101C","SA","115906564","C-Line Union Station","0"," 101 11","1333836"
"101C","SA","115906502","C-Line Union Station","0"," 101 11","1333836"
"101C","SA","115906570","C-Line Union Station","0"," 101 11","1333836"
"101C","SA","115906543","C-Line Union Station","0"," 101 12","1333836"
"101C","SA","115906563","C-Line Union Station","0"," 101 12","1333836"
"101C","SA","115906507","C-Line Union Station","0"," 101 14","1333836"
"101E","SA","115906523","E-Line Union Station","0"," 101 31","1333851"
"101E","SA","115906587","E-Line Union Station","0"," 101 34","1333851"
"101E","SA","115906602","E-Line Union Station","0"," 101 34","1333851"
"101C","SA","115906573","C-Line Union Station","0"," 101 12","1333836"
"101C","SA","115906559","C-Line Union Station","0"," 101 13","1333836"
"101C","SA","115906511","C-Line Union Station","0"," 101 16","1333836"
"101E","SA","115906579","E-Line Union Station","0"," 101 32","1333851"
"101E","SA","115906599","E-Line Union Station","0"," 101 35","1333851"
"101E","SA","115906542","E-Line Union Station","0"," 101 31","1333858"
"101E","SA","115906535","E-Line Union Station","0"," 101 31","1333851"
"101E","SA","115906743","E-Line RidgeGate","1"," 101 39","1333873"
"101T","SA","115906841","T Line to Lincoln Station","1"," 101 60","1335228"
"101T","SA","115906851","T Line to Lincoln Station","1"," 101 62","1335228"
"101E","SA","115906860","E-Line Lincoln","1"," 101 61","1333869"
"101T","SA","115906842","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","SA","115906835","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","SA","115906816","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","SA","115906804","T Line to Lincoln Station","1"," 101 63","1335228"
"101T","SA","115906829","T Line to Lincoln Station","1"," 101 64","1335228"
"101T","SA","115906838","T Line to Lincoln Station","1"," 101 66","1335228"
"101C","SA","115906679","C-Line to Mineral","1"," 101 11","1333865"
"101C","SA","115906692","C-Line to Mineral","1"," 101 11","1333867"
"101C","SA","115906713","C-Line to Mineral","1"," 101 11","1333867"
"101C","SA","115906650","C-Line to Mineral","1"," 101 11","1333867"
"101C","SA","115906694","C-Line to Mineral","1"," 101 12","1333867"
"101C","SA","115906733","C-Line to Mineral","1"," 101 14","1333867"
"101C","SA","115906730","C-Line to Mineral","1"," 101 14","1333867"
"101C","SA","115906732","C-Line to Mineral","1"," 101 15","1333867"
"101C","SA","115906729","C-Line to Mineral","1"," 101 15","1333867"
"101E","SA","115906778","E-Line RidgeGate","1"," 101 31","1333873"
"101E","SA","115906755","E-Line RidgeGate","1"," 101 34","1333873"
"101E","SA","115906651","E-Line RidgeGate","1"," 101 35","1333873"
"101C","SA","115906677","C-Line to Mineral","1"," 101 13","1333865"
"101C","SA","115906702","C-Line to Mineral","1"," 101 13","1333867"
"101C","SA","115906714","C-Line to Mineral","1"," 101 15","1333867"
"101C","SA","115906719","C-Line to Mineral","1"," 101 16","1333867"
"101E","SA","115906747","E-Line RidgeGate","1"," 101 33","1333873"
"101E","SA","115906757","E-Line RidgeGate","1"," 101 35","1333873"
"101E","SA","115906768","E-Line RidgeGate","1"," 101 36","1333873"
"101E","SU","115906977","E-Line Union Station","0"," 101 31","1333851"
"101E","SU","115907049","E-Line Union Station","0"," 101 32","1333851"
"101E","SU","115906988","E-Line Union Station","0"," 101 33","1333858"
"101E","SU","115906981","E-Line Union Station","0"," 101 33","1333851"
"101E","SU","115907057","E-Line Union Station","0"," 101 34","1333851"
"101E","SU","115907048","E-Line Union Station","0"," 101 34","1333851"
"101E","SU","115907055","E-Line Union Station","0"," 101 36","1333851"
"101E","SU","115906971","E-Line Union Station","0"," 101 36","1333851"
"101E","SU","115907035","E-Line Union Station","0"," 101 37","1333858"
"101E","SU","115906969","E-Line Union Station","0"," 101 38","1333851"
"101E","SU","115907066","E-Line Union Station","0"," 101 39","1333858"
"101E","SU","115906973","E-Line Union Station","0"," 101 39","1333851"
"101E","SU","115907052","E-Line Union Station","0"," 101 39","1333851"
"101T","SU","115906898","Train to I-25 & Broadway Station","0"," 101 60","1335227"
"101T","SU","115907065","Train to I-25 & Broadway Station","0"," 101 60","1335227"
